index,image_file,correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0,1.jpg,4,0,0,0,0,1,0,1.6795568999950774,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
1,2.jpg,5,0,1,1,1,1,0,0.10225809999974445,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
2,3.jpg,1,0,2,2,2,1,1,0.06309210002655163,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
3,4.jpg,2,0,3,3,3,1,0,0.299966000020504,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
4,5.jpg,6,0,4,4,4,1,0,0.3078107000037562,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
5,6.jpg,3,0,5,5,5,1,0,0.34148890001233667,,001,2021_May_05_1815,Ravens Progressive Matrices,2021.1.1,60.01511181192946,
