key_resp.keys,key_resp.corr,key_resp.rt,totalScore,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,index,image_file,correct,participant,session,date,expName,psychopyVersion,OS,frameRate
4,1,7.6314,1,0,0,0,0,1,0,1.jpg,4,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,0,2.701,1,0,1,1,1,1,1,2.jpg,5,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
1,1,2.0648,2,0,2,2,2,1,2,3.jpg,1,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
2,1,3.7094,3,0,3,3,3,1,3,4.jpg,2,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
6,1,5.7106,4,0,4,4,4,1,4,5.jpg,6,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,1,5.0189,5,0,5,5,5,1,5,6.jpg,3,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
6,1,8.9915,6,0,6,6,6,1,6,7.jpg,6,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
2,1,8.2941,7,0,7,7,7,1,7,8.jpg,2,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
1,1,11.158,8,0,8,8,8,1,8,9.jpg,1,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,0,29.4025,8,0,9,9,9,1,9,10.jpg,3,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,0,18.4567,8,0,10,10,10,1,10,11.jpg,5,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,1,16.2183,9,0,11,11,11,1,11,12.jpg,4,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
2,1,3.0778,10,0,12,12,12,1,12,13.jpg,2,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
6,1,8.23,11,0,13,13,13,1,13,14.jpg,6,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
1,1,5.6676,12,0,14,14,14,1,14,15.jpg,1,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,0,3.5552,12,0,15,15,15,1,15,16.jpg,2,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
1,1,6.4958,13,0,16,16,16,1,16,17.jpg,1,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,1,12.3409,14,0,17,17,17,1,17,18.jpg,3,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,0,16.876,14,0,18,18,18,1,18,19.jpg,5,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
6,1,22.9167,15,0,19,19,19,1,19,20.jpg,6,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,1,9.0915,16,0,20,20,20,1,20,21.jpg,4,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,1,5.7212,17,0,21,21,21,1,21,22.jpg,3,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,1,4.3716,18,0,22,22,22,1,22,23.jpg,4,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
6,0,17.1837,18,0,23,23,23,1,23,24.jpg,5,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
8,1,15.9012,19,0,24,24,24,1,24,25.jpg,8,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
2,1,9.1517,20,0,25,25,25,1,25,26.jpg,2,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
3,1,15.9559,21,0,26,26,26,1,26,27.jpg,3,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
4,0,27.7091,21,0,27,27,27,1,27,28.jpg,8,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
8,0,33.3738,21,0,28,28,28,1,28,29.jpg,7,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
5,0,27.4543,21,0,29,29,29,1,29,30.jpg,4,130,003,2021-08-22_13h12.20.545,Ravens Progressive Matrices,2021.1.1,Win32,60.00960154
